review,tokens,food,service,ambience,price
"Used to be good. Refused to go back for a long time after the mold scandal and my disgust of the owner but decided to give it a try again because I was in the area. Food has gone way down hill, affirmatively average at best. Also nickel and ","time,mold,scandal,disgust,owner,try,area,food,nickel",1,0,0,0
"Firstly the food had a long red hair in it, they didnt offer to refund us or offer us something for the hassel as it took ages for the food to arrive and we had to wait for the new plate.. ","food,hair,hassel,ages,plate",1,0,0,0
"Awesome breakfast spot with a great staff. Easily one of the best french toast I've had, and the vanilla latte is a great way to start the day! ","breakfast,spot,staff,toast,vanilla,way,day",1,1,1,0
My daughters favorite place for breakfast,"daughters,place,breakfast",1,0,1,0
"I was in LA for a week and went twice. For a city filled with delicious food options and not being from LA, I think anything more than once in one trip shows how great it really is.","week,city,food,options,trip",1,0,0,0
"I ordered Sorrel Pesto rice and it was very delicious if you like rice. The whole dish just works together. The mango smoothie was a little bitter and I wouldnt order it again, but the orange juice was so fresh. I would definitely recommend this place as long as its not busy because they dont have a lot of tables.","rice,dish,mango,smoothie,place,lot,tables",0,0,1,0
Super bad vibes here. Definitely Get Out vibes. Very white and unwelcoming and generally uncomfortable for me as a person of color. Chairs are uncomfortable and staff is smug and unkind. Wont be returning another day in my life.,"vibes,unwelcoming,person,color,chairs,staff,day,life",0,1,0,0
Takes time to wait but good food,"time,food",1,0,0,0
Great food quality,"food,quality",1,0,0,0
"Very delicious breakfast, very delicious food, I enjoyed their food and coffee, very good quality coffee","breakfast,food,coffee,quality",1,0,0,0
Phenomenal food. The photos on the menu were a huge help to help us order. We got the Sorrel Pesto rice and Vegan Coconut Tapioca Dried Fruit & Seed Bowl. We also added fresh fruit to the tapioca bowl. IMO this lifted the dish to another ,"food,photos,menu,help,order,rice,fruit,tapioca,bowl,dish",1,0,0,0
"I try not to write bad reviews with restaurants struggling. However, waited well over an hour for a single piece of French toast. Food was good but not worth spending half your morning waiting to eat.","reviews,restaurants,hour,piece,toast,food,morning",1,0,0,0
Check out the menu. Great food,"menu,food",1,0,0,0
Excellent brunch,brunch,1,0,0,0
Creatively delicious coffees and meals - I cant recommend any more highly a better brunch spot than Sqirl,"coffees,meals,brunch,spot",1,0,1,0
Nice little breakfast/brunch spot! We tried this place on a Sunday morning around 10 and there was barely any wait ,"breakfast,brunch,spot,place,morning,wait",1,1,1,0
"My girlfriend and I stopped here five minutes before closing. They were very accomodating and offered to cook for us despite starting to close down. Super friendly, delicious food, what more could you ask for?","girlfriend,minutes,food",1,0,0,0
"Dope spot good food, coffee, and matcha","dope,food,coffee,matcha",1,0,0,0
"How to fairly rate this place, not sure. Service was just okay. The Islander sandwich was delicious and since I added the extra bacon, was even better. The 3 jam toast was good, not out of this world but warrants the purchase. Now here's ","place,service,sandwich,bacon,jam,toast,world,purchase",0,1,1,0
"My wife's and my favorite spot in Los Angeles. Everything I've tried at Sqirl is tasty, but the crispy rice bowl is the go-to meal!","wife,spot,rice,bowl,meal",1,0,1,0
Dont get fooled by the presentation of the food looks appetizing but it wasnt all the great. The salad was all bad the lettuce was already pinkies brown.,"presentation,food,salad,lettuce,pinkies",1,0,0,0
"Overall, the food was great. the only problem I had was the lettuce in my salad it was just dark and old. that was my disappointment ... the dish was tasty. ","food,problem,lettuce,salad,disappointment,dish",1,0,0,0
Nice place,place,0,0,1,0
"Cute location and market place that's fun to browse.  The menu is overwhelming with great looking options. The last times I've opted for lunch choices.  The potatoes are a generous portion so I always share, the aoli they pair with it is ","location,market,place,fun,menu,options,times,lunch,choices,potatoes,portion,aoli",1,0,1,0
"Great food, very fresh. Staff gave excellent service.","food,service",1,1,0,0
They forgot about my order. Not worth the wait.,"order,wait",0,1,0,0
"Its a bit selfish that Sqirl is keeping their delicious foods and jams in just one neighbourhood in LA, but I suppose it gives me a reason to keep visiting.","bit,foods,jams,neighbourhood,reason",1,0,0,0
This is a great spot . The food is  good  enjoy..,"spot,food,enjoy",1,0,1,0
"Its a cool place for brunch. I tried the sandwich and I enjoyed it. The Smoked Salmon Rillette Toast was good: thin, crispy, with variety of taste. Love this place. It makes me smile.","place,brunch,sandwich,variety,taste",1,0,1,0
The selection at Sqirl's feels very much like a weekend at a hip grandma's cottage. Beat the weekend rush by arriving before 9. I wasn't too impressed the few times I've been but it's one of the better spots in the area for breakfast.,"selection,weekend,hip,grandma,cottage,rush,times,spots,area,breakfast",1,0,1,0
One of my top locations for tasty cafe food. Great food with quality ingredients.  The service was sociable and attentive.,"locations,cafe,food,quality,ingredients,service",1,1,0,0
Im shocked at the good reviews here but not surprised. There are always going to be people in Los Angeles with no taste. My own personal experience is purchasing over $200 worth of jam from here and other places around Los Angeles that ,"reviews,people,taste,experience,worth,jam,places",0,0,1,1
They got back to themselves. Superb food. And the best latte in LA (seriously). 5/5 again. Thank you for keeping it up chefs!,"food,latte,chefs",1,0,0,0
Its definitely worth the wait :) We had the specials and they were all great. Good portions and fresh. The duck sausages were good but the lamb we didn't really like (we aren't too fond of lamb anyway). But the BEST was the Lime and ,"wait,specials,portions,duck,sausages,lamb",0,1,0,0
"Loved loved loved the avacado toast and the pesto rice. Will come back when ever around LA and try the dine in food once it opens up. The service is rather slow and the food got cold by the time they packed and served it , also needed to ","toast,pesto,rice,dine,food,service,time",1,1,0,0
"Wait... the jam scam!? Let me tell you..... it adds to the mystique of this place. Its sweet its savory its a squirl dream! Bougie little storefront but if you order food to-go, get the brioche toast with ricotta and infamous jam. If I ","mystique,place,savory,squirl,dream,bougie,storefront,food,brioche,toast,ricotta,jam",1,0,1,0
It's obvious how great this place is from the current reviews. The only thing I want to add is that the staff were really delightful and I met a woman who had traveled from OC all the way to come get all her goodies. There were really good ,"place,reviews,thing,staff,woman,way,goodies",0,1,1,0
Cafe food and the scene at this location is super good. This place does it for me. Prices are decent for the quality.,"cafe,food,scene,location,place,prices,quality",1,0,1,1
A favorite location for delicious Cafe food. The staff was helpful and kind. Food is similar to a cafe in Indianapolis I liked.,"location,food,staff,food,cafe",1,1,0,0
"2nd time at Sqirl and was so on point. First time coming on the weekend so it did take some time to get our food, but they have set up some outdoor seating.  The Ricotta Toast is a must everytime with the rainbow seasonal jams and is ","time,point,weekend,food,seating,rainbow,jams",1,0,0,0
Great location for delicious cafe food. food with real quality ingredients.  the staff was very friendly and attentive. the place has an awesome atmosphere. food is similar to a cafe in indianapolis i loved.,"location,food,quality,ingredients,staff,place,atmosphere,cafe,indianapolis",1,1,1,0
"Incredible neighborhood spot for sweets, drinks, and to-go unique grocery items","neighborhood,spot,sweets,drinks,grocery,items",1,0,1,0
